startNodeName	endNodeName	weight	startType	endType
1270	7144	0.27308225771412253	20	2
773	7144	0.3562828991562128	73	2
7035	7145	0.053117512026801705	19	26
5700	7145	0.10259038745425642	65	26
1457	7146	0.5810956859495491	45	42
4104	7146	0.5268880787771195	16	42
3823	7147	0.3040898705366999	94	10
5876	7148	0.4197870003990829	75	43
4406	7149	0.12908300780691206	14	67
601	7150	0.09249565517529845	87	108
3039	7151	0.6245799413882196	56	1
328	7152	0.39079715916886926	52	27
1357	7153	0.09339992282912135	39	104
205	7155	0.26882585044950247	53	94
671	7156	0.36056949268095195	76	30
4799	7158	0.11808548611588776	85	57
3390	7159	0.2426247561816126	84	103
6110	7160	0.1039601129014045	110	19
2915	7161	0.2729108580388129	61	40
2610	7161	0.2784820427186787	91	40
5	7162	0.31562365568242967	5	46
10	7163	0.06891723978333175	10	110
102	7164	0.012760605430230498	67	44
2600	7165	0.07208351627923548	92	91
7061	7166	0.28476590290665627	55	4
5375	7167	0.6005754652433097	49	21
132	7168	0.5899430990684777	7	2
2926	7170	0.45504926587454975	21	57
859	7171	0.10445185354910791	56	24
13	7173	0.44086483772844076	13	15
220	7173	0.06844770372845232	56	15
6112	7174	0.15436571068130434	85	83
3976	7174	0.03254841407760978	67	83
3770	7175	0.3251854688860476	98	27
3986	7175	0.36185402516275644	55	27
3315	7176	0.5951573220081627	96	66
218	7176	0.5470486870035529	69	66
637	7177	0.27003334695473313	81	20
2645	7178	0.2642906168475747	29	48
1149	7178	0.54484977084212	7	48
557	7179	0.19644773146137595	76	46
19	7180	0.8595457281917334	16	98
6	7181	0.1317942626774311	6	108
34	7183	0.26603776891715825	27	5
2247	7183	0.049036388751119375	90	5
580	7185	0.25263145193457603	6	57
7	7186	0.09646223182789981	7	25
2276	7187	0.34744558902457356	76	69
1639	7188	0.14153560693375766	95	94
13	7189	0.7238635770045221	13	31
440	7190	0.037572025088593364	41	13
1403	7191	0.2293679011054337	108	50
466	7192	0.3837044376414269	59	40
692	7193	0.4295576198492199	45	30
35	7194	0.40327888913452625	28	77
3844	7195	0.34570511314086616	96	93
344	7196	0.10869552800431848	12	45
1403	7197	0.32049135910347104	108	47
2954	7197	0.5662248316220939	21	47
4822	7198	0.5374245147686452	60	35
67	7200	0.13742004241794348	49	5
1621	7201	0.2950962735339999	22	55
6190	7202	0.017802628688514233	101	113
6519	7204	0.5337587804533541	83	34
213	7206	0.42551755998283625	93	29
4509	7206	0.03809043439105153	49	29
6964	7207	0.09439048008061945	12	9
17	7208	0.7325841763522476	15	101
4877	7208	0.5296201396267861	52	101
1813	7209	0.3570597043726593	26	78
4571	7209	0.07127403398044407	16	78
4626	7210	0.039954016683623195	58	66
884	7211	0.601971750613302	18	113
3287	7213	0.06500755762681365	78	94
3861	7214	0.8315769489854574	28	47
4752	7215	0.42364180157892406	62	86
1314	7216	0.028469301527366042	45	80
298	7217	0.13373834802769125	38	98
1520	7218	0.3358745430596173	40	90
3909	7219	0.2907886262983084	41	85
910	7220	0.5384693576488644	43	113
1425	7221	0.5958127730991691	17	61
296	7222	0.2627565637230873	12	77
381	7222	0.11679723556153476	34	77
5759	7223	0.30697603803128004	66	95
4193	7223	0.5598708756733686	67	95
5824	7224	0.2818212469574064	9	58
3721	7224	0.08648043777793646	13	58
5854	7225	0.541272571310401	18	90
102	7226	0.20577553869225085	67	13
6154	7228	0.31036834442056715	20	15
225	7229	0.25863340753130615	30	21
5759	7230	0.3461118338163942	66	49
5604	7231	0.17975785001181066	77	10
6180	7232	0.2703637978993356	41	17
509	7233	0.014971736818552017	80	67
590	7233	0.33561143884435296	24	67
6977	7234	0.10704601928591728	49	26
1098	7235	0.7344979417975992	65	2
2366	7235	0.692510869121179	112	2
1139	7236	0.35169223486445844	106	7
2172	7237	0.16168671334162354	59	22
3226	7239	0.2697465382516384	87	30
1902	7241	0.38783083762973547	57	43
5481	7242	0.07741238200105727	84	4
3	7242	0.19501852709800005	3	4
1312	7243	0.3641694486141205	19	60
74	7243	0.042894568061456084	52	60
1396	7244	0.14444399205967784	51	61
3374	7245	0.025605248752981424	45	15
2689	7246	0.37293938477523625	60	86
4109	7247	0.41471748193725944	29	4
6882	7248	0.5028725699521601	111	5
311	7249	0.23577532544732094	82	9
1031	7249	0.5509459050372243	5	9
1623	7250	0.056862973840907216	82	86
1317	7250	0.045429877704009414	101	86
209	7251	0.5205981796607375	1	60
3815	7252	0.4697293397039175	48	17
93	7253	0.16475716209970415	36	67
10	7254	0.30355558125302196	10	53
3459	7255	0.42152089113369584	8	48
909	7255	0.22019879426807165	20	48
1061	7256	0.09282112820073962	110	77
4915	7257	0.04074960993602872	59	66
1975	7258	0.28838198632001877	56	72
2734	7258	0.13461794378235936	85	72
6943	7259	0.12479373044334352	62	11
2495	7260	0.5057086055167019	102	89
3279	7261	0.5266400664113462	2	96
3618	7262	0.2891418640501797	19	3
1779	7263	0.47329500666819513	58	66
84	7264	0.6155758076347411	26	96
1398	7264	0.18797598383389413	59	96
221	7265	0.3894388258922845	95	110
1957	7266	0.10265044658444822	10	3
1967	7267	0.26334328413940966	61	67
2616	7267	0.14228642988018692	85	67
4424	7268	0.1090066572651267	5	56
116	7268	0.04633338074199855	13	56
216	7270	0.48830195679329336	35	43
1376	7271	0.3101858210284263	23	90
903	7271	0.17194239026866853	58	90
1	7272	0.48027707845903933	1	7
6914	7273	0.7389311653096229	67	41
1	7274	0.39423861424438655	1	56
2693	7275	0.40877177426591516	90	45
5629	7276	0.31403332436457276	35	49
7149	7277	0.029229417676106095	67	90
89	7278	0.16653940314427018	60	30
2991	7279	0.3368359701707959	76	58
1271	7280	0.1838627182878554	60	58
538	7281	0.01525650336407125	11	34
1669	7282	0.19212774839252234	101	6
2807	7285	0.31618854752741754	35	28
2676	7285	0.17011713166721165	58	28
116	7287	0.5333804534748197	13	23
3428	7288	0.0780952787026763	29	30
534	7289	0.3985853970516473	8	76
3771	7291	0.33064636937342584	28	2
2343	7291	0.05028612236492336	58	2
3019	7292	0.3180679853539914	26	41
2873	7293	0.37970347120426595	13	19
5430	7293	0.5070419716648757	8	19
2170	7294	0.28413472115062177	35	64
215	7295	0.5988640787545592	59	110
6623	7296	0.20120614022016525	18	45
3771	7296	0.17305987374857068	28	45
3057	7297	0.1130419282708317	39	3
7	7298	0.09810887183994055	7	2
4	7299	0.6226359126158059	4	19
988	7299	0.11681717657484114	98	19
19	7300	0.44419487845152617	16	60
420	7302	0.5460220698732883	6	93
714	7303	0.23165134154260159	46	60
24	7304	0.2120623248629272	20	47
5846	7304	0.36520219896920025	8	47
2695	7305	0.2085775739978999	41	73
143	7306	0.038847762858495116	78	91
731	7307	0.23913429351523519	51	95
2050	7308	0.37378339236602187	80	94
5005	7309	0.06626522517763078	23	4
1639	7310	0.3797836743760854	95	48
4168	7311	0.025965302484109998	43	50
3047	7313	0.5533399623818696	64	52
2033	7313	0.38930253544822335	86	52
81	7314	0.14676345116458833	48	49
6612	7315	0.20575471804477274	20	103
1258	7316	0.39857974788174033	70	99
388	7317	0.012338879285380244	61	90
3046	7319	0.11939478269778192	27	66
1050	7320	0.6685048767831177	101	97
6236	7320	0.12990070460364223	99	97
5546	7321	0.18810789799317718	31	54
5186	7321	0.42250659922137856	25	54
260	7322	0.2102592398878187	77	49
2926	7323	0.03561171377077699	21	62
3106	7323	0.2373668672516942	27	62
4225	7324	0.5531993987970054	49	10
5354	7325	0.3539079134352505	22	26
6407	7326	0.7087658124510199	52	68
836	7328	0.17086623469367623	59	4
1572	7329	0.5871785331983119	60	16
3720	7330	0.01389827230013907	61	6
4547	7331	0.25042748847045004	93	104
452	7332	0.1273024862166494	33	18
4578	7333	0.03922898112796247	38	80
68	7334	0.4173237360082567	17	27
83	7334	0.3999642946291715	57	27
1654	7335	0.2677292893640697	17	39
1802	7336	0.3483297440689057	52	101
2422	7337	0.020331314066424966	77	46
3676	7338	0.2402207413688302	52	86
2120	7339	0.5479599053505808	77	21
3648	7340	0.5912006653379649	9	16
31	7342	0.04999291151762009	24	110
1742	7343	0.3314277632161975	11	96
84	7344	0.19230081676505506	26	1
2552	7345	0.18639153707772493	1	90
940	7346	0.3166077460628003	40	47
1901	7347	0.7538501431699842	94	4
3414	7348	0.25604233075864613	43	24
2100	7349	0.006604372290894389	7	89
190	7350	0.04811052209697664	37	82
4038	7350	0.3832386627327651	76	82
730	7351	0.10712425457313657	39	73
6063	7352	0.26168733392842114	9	15
3840	7353	0.5498085925355554	106	42
1585	7354	0.0027462185826152563	29	75
5542	7355	0.4836458351928741	30	74
51	7356	0.5612799827940762	37	91
131	7357	0.7346079091075808	74	103
982	7358	0.45646033552475274	32	8
6261	7359	0.03399109118618071	10	22
45	7359	0.14777188492007554	33	22
2265	7360	0.42470357310958207	74	87
606	7361	0.3114164031576365	23	45
102	7361	0.023795852903276682	67	45
1359	7362	0.08676496311090887	16	61
3127	7363	0.311900089494884	74	1
12	7363	0.01691296068020165	12	1
3464	7364	0.0022779079154133797	45	86
4455	7365	0.48848768626339734	51	73
1668	7367	0.18474511825479567	35	53
1129	7367	0.3960712873376906	3	53
549	7368	0.29425129434093833	31	48
790	7368	0.6163463110569865	105	48
2256	7369	0.7408646505791694	9	51
2004	7370	0.06074350979179144	71	18
99	7371	0.12512202537618577	29	5
1598	7371	0.11030187923461199	99	5
607	7372	0.06980136805213988	63	25
3819	7373	0.4360258528031409	12	53
5991	7374	0.13132202555425465	21	111
516	7375	0.23164524789899588	36	85
110	7376	0.25593151804059744	36	46
2226	7376	0.0019913180731236935	79	46
97	7377	0.403086258796975	2	93
3132	7378	0.20627101184800267	81	5
314	7380	0.5114766235928982	19	53
7344	7381	0.19734484958462417	1	75
3462	7382	0.08875903999432921	46	47
4348	7382	0.29076863802038133	4	47
1035	7383	0.4686977225355804	73	37
2472	7384	0.14623981737531722	33	107
16	7385	0.05628222390078008	16	46
1323	7387	0.5127658867277205	80	20
754	7388	0.12723449617624283	52	15
4253	7388	0.32096210261806846	1	15
330	7389	0.4291078627575189	48	52
4165	7390	0.4446340638678521	34	11
1817	7391	0.5776540678925812	101	26
3948	7392	0.20618014875799417	67	110
553	7392	0.3744374730158597	56	110
1905	7393	0.6824946647975594	56	1
6615	7393	0.17998158442787826	48	1
6204	7394	0.41250793542712927	50	1
493	7395	0.3052030820399523	20	13
1928	7396	0.6279279491864145	79	21
2234	7397	0.8078009143937379	54	52
549	7397	0.16589678032323718	31	52
277	7398	0.5043157290201634	8	4
2839	7399	0.36893657874315977	72	43
4963	7399	0.050529659260064363	77	43
1567	7400	0.4694847634527832	70	13
2496	7400	0.48160215094685555	72	13
5944	7401	0.44966501696035266	56	16
6494	7402	0.5902993427589536	12	21
7269	7404	0.09210463124327362	98	58
317	7405	0.4775299585890025	109	25
971	7406	0.1628071330487728	107	98
237	7407	0.02127864398062229	60	53
55	7408	0.4363493712153286	40	110
882	7410	0.007628230145201087	104	72
388	7410	0.34041719301603734	61	72
6705	7411	0.3059446371626109	34	46
1270	7412	0.027815727051347494	20	16
6662	7412	0.08259068825282156	69	16
2111	7413	0.45944635407067835	87	112
2940	7414	0.3469433467835188	92	19
7364	7415	0.06210377672687173	86	78
2	7416	0.7051129641477019	2	73
1542	7417	0.3650642866268754	71	11
1585	7419	0.7514317384921014	29	104
492	7420	0.1683439293410629	113	13
1617	7420	0.20868160598911345	47	13
1300	7421	0.3306419956497848	29	108
25	7422	0.6072052994277328	21	29
2130	7423	0.49818525393493474	38	76
614	7425	0.6319374511949718	77	66
3715	7425	0.3853710626717657	112	66
659	7426	0.04659956763498485	1	79
1718	7428	0.6052282864693552	91	49
6983	7429	0.44677063054405153	8	96
1475	7430	0.34800094389356673	96	35
603	7431	0.5821810907218605	19	86
6078	7431	0.00756268878467381	58	86
2150	7432	0.42632470349781215	51	70
798	7433	0.1973772922065109	79	49
2376	7433	0.5203414838761091	17	49
2678	7434	0.16681942413561046	40	8
1403	7435	0.04828792018815875	108	64
245	7436	0.007986442185938358	99	74
1116	7437	0.25807091989554465	9	32
7225	7438	0.34497061441652477	90	5
6450	7439	0.4313775231130421	21	104
1944	7439	0.47947683394886553	15	104
2872	7440	0.35161796025931835	58	104
9	7440	0.329751179786399	9	104
1850	7441	0.12688678968697786	25	98
4539	7442	0.635331483790651	93	71
2998	7443	0.11412724643014371	110	60
833	7444	0.40572912199422717	35	32
24	7444	0.3309182471130043	20	32
9	7445	0.04955085809342563	9	110
665	7446	0.26198297273367643	61	106
827	7447	0.4591357260942459	87	51
2300	7448	0.0845598173327744	68	65
847	7449	0.16623126482591033	15	2
4801	7450	0.19063636776991189	68	98
2384	7450	0.08754074457101524	39	98
5884	7451	0.2537695625796914	74	111
6773	7452	0.06097069988027215	36	49
5017	7452	0.19336692965589464	28	49
4256	7453	0.19652932905592024	89	52
4507	7453	0.02505716891027987	11	52
720	7454	0.4395685757044703	54	2
4101	7455	0.12412518449127674	98	109
298	7456	0.2456696864683181	38	49
399	7457	0.07481149141676724	95	20
2992	7458	0.1005593913141638	41	47
782	7459	0.29385381657630205	8	79
2523	7460	0.32477171369828284	81	7
7357	7461	0.13187503954395652	103	7
1423	7461	0.36553375935181975	59	7
7427	7462	0.0817019953392446	49	15
185	7464	0.767587719950825	36	51
7042	7465	0.5932052826974541	33	73
4413	7466	0.6761431267950684	17	72
4232	7467	0.210367034887895	75	12
3751	7468	0.07311898679472506	6	69
703	7469	0.34669451671652496	29	59
1456	7469	0.18589340220205486	84	59
1897	7470	0.3135299466084689	72	2
1900	7470	0.08420573594048619	16	2
6920	7471	0.09961890219710767	18	50
2138	7472	0.7127015122678131	101	44
1000	7473	0.5058566790539771	20	74
986	7474	0.47882194560952485	69	50
2607	7475	0.15063973097130656	25	29
7395	7476	0.07039023702964187	13	64
2634	7476	0.4275580560788512	30	64
1042	7477	0.02259388822130859	59	30
3780	7478	0.5189425139687955	76	20
116	7480	0.08593743038363755	13	70
2732	7481	0.3313204904552549	17	41
7389	7482	0.3319463962689042	52	64
2276	7483	0.6948968395590782	76	79
1343	7484	0.2744817624334246	101	26
2670	7484	0.1217606293503195	111	26
7100	7486	0.5197139482479542	77	104
2077	7487	0.110829240642488	34	2
1094	7488	0.08366933302022517	42	61
5941	7488	0.47877233382314444	14	61
6201	7489	0.09625618392601609	32	29
3018	7490	0.5096997059881687	38	90
565	7491	0.2149654955137521	28	83
2621	7492	0.2576411133632064	66	6
99	7493	0.07453841646201909	29	74
4433	7494	0.5173429204151034	56	83
4702	7495	0.5269411744084209	96	53
6818	7497	0.49954145262017846	39	21
7128	7498	0.496380097232759	57	64
1136	7499	0.07938522286713123	5	2
3937	7500	0.3529997339937836	47	62
5241	7501	0.018884481163695455	35	24
192	7502	0.02292075799778104	20	34
715	7503	0.5662116224411875	4	22
5238	7504	0.5403014949988574	58	93
1098	7504	0.1121188411489129	65	93
7382	7505	0.14370132982730865	47	98
2948	7506	0.3872802355326712	85	45
5839	7507	0.22322900360450149	111	86
6474	7507	0.30881999945268035	28	86
486	7508	0.11745914374478161	95	91
1899	7509	0.3389404653571546	13	20
3240	7512	0.3785924268886447	76	69
134	7512	0.7421218752861023	75	69
4712	7513	0.5185247950721532	100	15
1490	7514	0.5514329762663692	104	83
2885	7515	0.3145566605962813	52	5
468	7516	0.7689342359080911	21	23
4278	7517	0.37155182426795363	4	63
420	7518	0.7785308002494276	6	17
1413	7519	0.49458219623193145	98	20
7175	7521	0.6471173444297165	27	48
6704	7521	0.4201680689584464	44	48
2055	7525	0.14009440783411264	61	16
858	7526	0.28454501857049763	110	25
1380	7527	0.6131676733493805	16	67
142	7529	0.021716339513659477	4	70
347	7530	0.11609693896025419	49	35
262	7531	0.5363641325384378	103	34
1045	7532	0.5095657981000841	41	70
945	7534	0.5871194405481219	12	56
2	7534	0.040586166549474	2	56
2127	7535	0.3085845543537289	108	41
1127	7536	0.03005674108862877	15	55
1715	7537	0.6638834020122886	48	58
2968	7538	0.21365021937526762	4	74
3568	7539	0.18910011113621294	22	4
2318	7540	0.12081161513924599	66	67
3195	7541	0.1043393430300057	104	28
6396	7542	0.15167708788067102	10	55
493	7543	0.1273720720782876	20	24
346	7544	0.2457966785877943	108	19
591	7544	0.4350239650812	27	19
2444	7545	0.41227487940341234	93	34
4	7546	0.4888027661945671	4	110
199	7548	0.15741128358058631	58	55
3530	7549	0.44942461559548974	54	56
5148	7549	0.11924978531897068	72	56
6519	7550	0.3206843864172697	83	42
3181	7551	0.0505085582844913	110	71
3	7552	0.17638577870093286	3	23
2461	7553	0.276795168640092	35	84
4929	7554	0.010760430246591568	29	78
7448	7556	0.16052612429484725	65	112
1398	7557	0.5565176070667803	59	67
4348	7558	0.23228321969509125	4	80
1715	7559	0.1714315467979759	48	58
4054	7560	0.2972899645101279	51	93
3121	7561	0.3345381300896406	98	86
573	7562	0.6859139220323414	77	56
291	7563	0.050703288754448295	11	64
213	7564	0.1306326671037823	93	32
3664	7564	0.12155227991752326	56	32
3677	7565	0.3831961329560727	29	58
223	7566	0.3198464163579047	84	83
4872	7567	0.2719614433590323	80	51
2088	7568	0.1868545305915177	9	86
1397	7569	0.020439559128135443	30	95
615	7571	0.2945619048550725	6	96
3004	7574	0.13246181840077043	69	6
2859	7574	0.5754287557210773	56	6
985	7575	0.0832558129914105	34	95
6738	7575	0.33788894047029316	10	95
3445	7576	0.048451577546074986	16	45
4927	7577	0.32855507801286876	4	43
5941	7578	0.4805255348328501	14	113
19	7579	0.228384894086048	16	53
6247	7580	0.4195938413031399	63	13
5607	7581	0.6763668654020876	21	85
6863	7582	0.5035642990842462	20	42
2032	7584	0.48938285396434367	18	11
1813	7585	0.10302828974090517	26	76
2643	7587	0.41960881487466395	90	44
3580	7587	0.10709960828535259	43	44
116	7588	0.7844146050047129	13	33
4499	7588	0.30810380494222045	106	33
7393	7589	0.5471429179888219	1	76
745	7590	0.489302406553179	15	99
4585	7590	0.02854543412104249	76	99
1613	7591	0.05342254531569779	6	60
557	7592	0.15683056693524122	76	39
4241	7593	0.7882720821071416	16	15
4649	7595	0.02307430701330304	58	98
2348	7596	0.4563355566933751	17	36
4385	7598	0.6352047321852297	10	55
2527	7599	0.3870723934378475	35	110
2835	7600	0.04638517485000193	25	46
1469	7601	0.4582487379666418	51	46
740	7603	0.35156422201544046	67	56
4420	7604	0.44042181177064776	12	2
2215	7605	0.03704675775952637	84	78
934	7605	0.10700082522816956	96	78
42	7606	0.5648815096355975	27	30
2408	7607	0.029135088436305523	8	53
251	7609	0.3987613108474761	7	51
308	7610	0.5571990290191025	83	66
4171	7611	0.516788899898529	67	111
1360	7612	0.6588765468914062	67	29
1902	7613	0.02500232122838497	57	101
5888	7616	0.20848677540197968	63	20
1706	7617	0.5331778074614704	68	18
636	7618	0.026276825927197933	67	8
197	7620	0.5218415281269699	6	30
186	7621	0.0830426150932908	23	106
607	7623	0.0575682302005589	63	104
2693	7625	0.48602381511591375	90	73
1256	7625	0.20889209117740393	69	73
4674	7626	0.28653788985684514	98	17
1797	7627	0.2350120935589075	35	79
2975	7627	9.125105571001768e-4	60	79
148	7628	0.3287753479089588	67	79
6230	7629	0.0944478705059737	69	65
1342	7630	0.6448743990622461	21	111
6344	7631	0.5801390141714364	81	52
284	7631	0.4242115148808807	34	52
7226	7632	0.2352246823720634	13	34
7129	7633	0.026595307514071465	49	76
1958	7634	0.07050813920795918	16	80
701	7635	0.5519775364082307	24	66
296	7636	0.5033850078471005	12	37
1106	7637	0.25236002868041396	63	21
232	7638	0.5288451835513115	52	11
649	7638	0.2229893710464239	113	11
637	7639	0.16086439252831042	81	43
5590	7642	0.135390006005764	45	26
7049	7643	0.1359285048674792	67	77
2100	7643	0.34033011505380273	7	77
1280	7644	0.17762736533768475	60	34
631	7646	0.014021341688930988	96	87
284	7646	0.39838347188197076	34	87
1087	7647	0.08543466031551361	109	2
3627	7648	0.22047781199216843	25	4
6555	7648	0.19659950956702232	7	4
406	7649	0.0463009865488857	39	38
5099	7650	0.6170986979268491	67	61
1468	7651	0.057459657080471516	40	1
6602	7652	0.06651765620335937	6	40
1082	7653	0.23987391986884177	82	36
1741	7654	0.4262075505685061	97	61
95	7654	0.2621163793373853	63	61
3017	7655	0.13601557933725417	98	9
7594	7657	0.6857371092773974	51	67
1510	7657	0.5974341633263975	2	67
4446	7658	0.31580756045877934	12	101
627	7659	0.27432988374494016	57	16
4030	7660	0.3028035438619554	12	97
6574	7660	0.39667617017403245	51	97
7151	7661	0.8062912297900766	1	106
761	7661	0.02881055697798729	57	106
6915	7662	0.2934989230707288	46	8
2660	7663	0.6712838870007545	60	45
3936	7664	0.5356846523936838	2	70
602	7665	0.2901272929739207	77	10
1293	7665	0.5959821019787341	99	10
2642	7666	0.39705844479613006	9	37
388	7667	0.4388512170407921	61	29
6994	7667	0.4961103815585375	70	29
4119	7668	0.6474684595596045	95	5
7198	7669	0.017790080280974507	35	50
3112	7670	0.5887957864906639	79	61
3599	7671	0.23569125030189753	21	42
11	7672	0.1485618392471224	11	79
6628	7673	0.33724577259272337	90	85
2223	7674	0.4269064976833761	29	17
4440	7675	0.21716656140051782	87	21
1579	7675	0.16182895144447684	16	21
556	7676	0.015333256684243679	70	87
374	7677	0.21921251039020717	90	13
5867	7679	0.2320638874080032	22	112
716	7680	0.3073452359531075	26	56
3677	7680	0.346027895109728	29	56
1992	7681	0.07123733218759298	77	71
1320	7682	0.6867233673110604	78	35
595	7683	0.20110614877194166	67	47
13	7683	0.20737438392825425	13	47
147	7684	0.20794603368267417	79	68
308	7684	0.0742970840074122	83	68
679	7685	0.6452149383258075	47	19
971	7685	0.40444171498529613	107	19
30	7686	0.21962877898477018	20	31
4204	7686	0.35577673907391727	108	31
2418	7688	0.21583230746909976	56	76
3496	7688	0.22973916772753	37	76
4650	7689	0.4518232017289847	32	80
34	7690	0.3934653731994331	27	5
1492	7691	0.011103039840236306	50	8
5	7692	0.5628548078238964	5	77
1543	7693	0.06436797813512385	65	3
1037	7694	0.6088326566386968	68	45
99	7695	0.03480039886198938	29	113
534	7696	0.669098156504333	8	77
5322	7697	0.1227200438734144	7	108
4212	7697	0.15281765535473824	21	108
3583	7698	0.2029109913855791	80	71
12	7700	0.5433529906440526	12	84
2500	7701	0.2803652277216315	26	60
7599	7702	0.15394115936942399	110	66
65	7703	0.010872326791286469	29	90
109	7704	0.47602606238797307	5	67
5779	7705	0.0017015975899994373	49	4
1347	7705	0.25531726656481624	65	4
449	7706	0.10295119369402528	3	30
2822	7707	0.11998350010253489	23	52
4808	7707	0.6500080355908722	42	52
4189	7708	0.6253437602426857	20	37
6677	7710	0.6242428657133132	11	13
6201	7711	0.001214797841385007	32	22
2681	7711	0.22496878332458436	66	22
143	7712	0.06277304165996611	78	22
5070	7713	0.11776513606309891	90	5
1902	7714	0.08677926892414689	57	3
3816	7715	0.43911464186385274	83	29
2746	7716	0.03090468281880021	1	41
2146	7716	0.08911435189656913	98	41
1544	7717	0.6661130550783128	90	74
1115	7718	0.580237110843882	62	6
2361	7719	0.021204873919487	7	51
4685	7720	0.14518710179254413	41	6
135	7721	0.42453010706231	76	9
5165	7722	0.149604348000139	21	19
1284	7723	0.03405077871866524	74	106
542	7724	0.3717173542827368	73	72
4479	7725	0.18431272357702255	80	58
3140	7726	0.14648059732280672	91	90
867	7727	0.46972609986551106	53	2
5	7728	0.5484604288358241	5	97
2310	7728	0.12845210870727897	56	97
3532	7730	0.33626007614657283	94	93
5137	7731	0.6939563751220703	95	45
377	7732	0.11266506905667484	34	29
3561	7733	0.322229468729347	29	38
2942	7734	0.47954346239566803	9	108
2302	7734	0.5256896745413542	29	108
1370	7735	0.7943799539934844	54	18
375	7736	0.3213552413508296	101	44
4215	7737	0.07040969259105623	29	63
409	7737	0.07450063130818307	46	63
3031	7738	0.1522703249938786	12	64
6932	7739	0.033612428698688745	21	53
6	7740	0.7340061857830733	6	13
2111	7741	0.06842713989317417	87	13
91	7742	0.25856881006620824	12	45
2401	7743	0.06657837540842593	42	12
7376	7743	0.3613674051593989	46	12
2515	7745	0.1837301691994071	33	37
3516	7746	0.41791932261548936	61	7
77	7747	0.41361935972236097	54	92
232	7747	0.08156751235947013	52	92
2217	7749	0.08363882265985012	84	45
1972	7750	0.3993945100810379	28	89
7230	7751	0.0023678606376051903	49	41
2642	7752	0.2518621620256454	9	53
4260	7753	0.015532797435298562	74	26
122	7754	0.3102146980818361	72	29
5121	7756	0.44628928415477276	110	43
7045	7757	0.04336153296753764	63	16
4720	7758	0.059657108737155795	72	89
1715	7759	0.42375532095320523	48	12
2575	7760	0.08032664982602	67	2
2376	7761	0.6330460789613426	17	79
2878	7761	0.028360036900267005	42	79
59	7762	0.1540669968817383	44	98
94	7764	0.0012077027931809425	27	104
7680	7766	0.39004134200513363	56	63
656	7768	0.1985916937701404	24	49
89	7769	0.44166638632304966	60	47
679	7770	0.7820947803556919	47	59
5792	7771	0.5862370857503265	7	19
6155	7772	0.5486543474253267	91	47
10	7773	0.17735158279538155	10	35
509	7775	0.07742020837031305	80	9
3063	7776	0.446273599518463	51	10
1977	7777	0.005339818075299263	68	113
1894	7779	0.15370613429695368	8	62
294	7780	0.059683643747121096	108	96
7223	7781	0.42215015063993633	95	87
869	7785	0.40008246153593063	46	5
5363	7786	0.10255458089523017	85	41
897	7787	0.8026055137161165	95	96
3629	7788	0.2647934048436582	68	41
1408	7789	0.43778013717383146	45	101
386	7789	0.5399451050907373	83	101
5193	7790	0.29096198291517794	70	41
3157	7790	0.7753087445162237	12	41
1687	7791	0.2536300823558122	97	99
5917	7792	0.1468499987386167	83	12
3513	7793	0.5008778476621956	48	13
283	7794	0.1880071663763374	21	40
860	7795	0.5996718693058938	32	16
166	7796	0.14420930831693113	67	51
6	7797	0.363193710334599	6	67
178	7800	0.5194964250549674	88	64
1628	7801	0.16692638210952282	1	99
4202	7802	0.23511974466964602	104	29
189	7803	0.8281688061542809	23	99
1902	7804	0.13988609099760652	57	69
701	7805	0.27752449712716043	24	111
2740	7806	0.6525980047881603	63	29
533	7808	0.4529115448240191	5	32
922	7808	0.34524583723396063	88	32
6816	7809	0.14345948328264058	53	64
3747	7811	0.4880368644371629	23	34
5239	7812	0.362054260680452	16	27
926	7812	0.04710054211318493	78	27
5577	7813	0.024563959566876292	78	85
3516	7813	0.49032040615566075	61	85
4610	7814	0.035470742266625166	98	33
414	7815	0.35448468988761306	68	64
2214	7815	0.4691935896407813	8	64
2	7816	0.08727653115056455	2	46
5712	7817	0.4177778863813728	108	69
7547	7817	0.019999836338683963	98	69
2775	7818	0.6305608963593841	47	79
6531	7818	0.5551727246493101	60	79
492	7819	0.05422948347404599	113	68
361	7820	0.38229685788974166	72	55
6665	7820	0.16226634313352406	26	55
1992	7821	0.030672441702336073	77	29
3377	7821	0.43532409938052297	28	29
10	7822	0.25778049090877175	10	93
6	7823	0.3694650318939239	6	102
6448	7824	0.12349105393514037	51	86
3214	7824	0.5864286734722555	27	86
7423	7825	0.38124178256839514	76	64
1466	7825	0.1428107072133571	90	64
723	7826	0.029493041103705764	57	18
6406	7827	0.099772920133546	12	112
717	7828	0.23205532995052636	69	37
220	7829	0.008832484483718872	56	68
426	7829	0.2104441486299038	98	68
7664	7830	0.05178389581851661	70	31
699	7831	0.541694998042658	20	57
4819	7832	0.42446862580254674	51	113
4068	7833	0.3899850999005139	73	18
2285	7834	0.623452594736591	45	92
2326	7835	0.7097370454575866	89	45
1445	7836	0.12760732369497418	60	33
325	7837	0.1774390945211053	29	4
5600	7838	0.6903633445035666	68	6
2726	7839	0.06406505522318184	28	103
6350	7840	0.002683902159333229	55	20
456	7841	0.9223070498555899	55	75
3693	7841	0.07432111259549856	49	75
2329	7842	0.423315966501832	32	100
704	7842	0.08667405089363456	110	100
6868	7843	0.20041597238741815	19	37
